Label,SMS Text
Important,You can jot down things you want to remember later.
Important,Oh sorry please its over
Important,Hey are we going for the lo lesson or gym? 
Important,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
Important,You always make things bigger than they are
Important,44 dun wan to watch infernal affair?
Important,"Me not waking up until 4 in the afternoon, sup"
Spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
Important,I can send you a pic if you like 4
Important,Okay... I booked all already... Including the one at bugis.
Important,"Aight fuck it, I'll get it later"
Important,No de. But call me after some time. Ill tell you k
Important,So dont use hook up any how
Important,How much is blackberry bold2 in nigeria.
Important,Hi where you. You in home or calicut?
Important,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
Spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
Important,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
Important,Y so late but i need to go n get da laptop...
Important,"Sir, I am waiting for your mail."
Important,.Please charge my mobile when you get up in morning.
Important,"Nothing, i got msg frm tht unknown no.."
Important,Ugh fuck it I'm resubbing to eve
Important,He didn't see his shadow. We get an early spring yay
Important,I did. One slice and one breadstick. Lol
Important,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
Important,Is there any training tomorrow?
Spam,"URGENT! Your mobile No *********** WON a 42,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
Important,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
Important,Cos daddy arranging time c wat time fetch 4_ mah...
Important,Then. You are eldest know.
Important,Who's there say hi to our drugdealer
Important,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
Spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
Spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
Important,Good night my dear.. Sleepwell4;Take care
Important,That is wondarfull song
Spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
Important,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
Important,Must come later.. I normally bathe him in da afternoon mah..
Important,"Trust me. Even if isn't there, its there."
Important,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
Spam,85233 FREE>Ringtone!Reply REAL
Important,I can take you at like noon
Important,Where is it. Is there any opening for mca.
Important,I'm aight. Wat's happening on your side.
Important,I'm done oredi...
Important,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
Important,How are you. Wish you a great semester
Important,Moji i love you more than words. Have a rich day
Important,Dude how do you like the buff wind.
Important,\alright babe
Spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX 41.50
Important,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
Important,S:4kallis wont play in first two odi:4
Important,Then get some cash together and I'll text jason
Important,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
Spam,"Final Chance! Claim ur 4150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. 43.00 Subs 16"
Spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
Important,"Probably, want to pick up more?"
Important,I'm done...
Important,Are you the cutest girl in the world or what
Important,"No dice, art class 6 thru 9 4 thanks though. Any idea what time I should come tomorrow?"
Spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
Important,Oh Howda gud gud.. Mathe en samachara chikku:4
Important,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
Important,Audrie lousy autocorrect
Important,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
Important,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
Important,I fetch yun or u fetch?
Important,Thank you. I like you as well...
Important,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
Spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 43/wk"
Important,Lara said she can loan me  5; .
Important,Do we have any spare power supplies
Important,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
Spam,You are a winner you have been specially selected to receive 41000 cash or a 42000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
Important,"Yeah, don't go to bed, I'll be back before midnight"
Spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
Important,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
Important,"It's that time of the week again, ryan"
Important,Wish u many many returns of the day.. Happy birthday vikky..
Spam,"U can WIN 4100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
Important,I hope you know I'm still mad at you.
Important,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
Important,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan4
Important,Do you know when the result.
Spam,+123 Congratulations - in this week's competition draw u have won the 41450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
Important,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
Important,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
Important,You do got a shitload of diamonds though
Important,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
Important,Well I'm going to be an aunty!
Important,Mine here like all fr china then so noisy.
Important,Later i guess. I needa do mcat study too.
Important,S...from the training manual it show there is no tech process4its all about password reset and troubleshooting4
Spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
Important,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
Important,If he started searching he will get job in few days.he have great potential and talent.
Important,"Carlos took a while (again), we leave in a minute"
Important,Well done and ! luv ya all 
Important,Then why you came to hostel.
Important,K still are you loving me.
Important,But i juz remembered i gotta bathe my dog today..
Important,After the drug she will be able to eat.
Important,Alright took the morphine. Back in yo.
Important,You see the requirements please
Important,You stayin out of trouble stranger!!saw Dave the other day he44s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
Spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
Spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
Important,So can collect ur laptop?
Important,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
Important,I will once i get home
Important,Waaaat?? Lololo ok next time then!
Important,"The table's occupied, I'm waiting by the tree"
Important,I surely dont forgot to come4i will always be in touch in with you:4
Important,Hi kindly give us back our documents which we submitted for loan from STAPATI
Important,I dont have i shall buy one dear
Important,Oh god i am happy to see your message after 3 days
Important,What year. And how many miles.
Important,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
Important,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
Important,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
Spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
Important,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
Important,Is she replying. Has boye changed his phone number
Important,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  5; . 5)Gently remove Ur hand.. Its interesting..4"
Important,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
Important,"Nothing really, just making sure everybody's up to speed"
Important,I'm not coming home 4 dinner.
Important,"Thank you. And by the way, I just lost."
Important,Yes.he have good crickiting mind
Important,Thx. All will be well in a few months
Spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, 4500 Cash or 4100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
Important,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R
Important,I wont. So wat's wit the guys
Important,Yavnt tried yet and never played original either
Important,"Hiya, had a good day? Have you spoken to since the weekend?"
Important,See? I thought it all through
Important,I'm at work. Please call
Important,get ready to moan and scream 4
Important,Oh k 4why you got job then whats up?
Important,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
Important,And popping 5; ibuprofens was no help.
Important,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
Important,Ok.
Important,PS U no ur a grown up now right?
Important,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
Important,I know a few people I can hit up and fuck to the yes
Important,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
Important,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
Important,Oh god. I'm gonna Google nearby cliffs now.
Spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
Important,Yup i shd haf ard 10 pages if i add figures... 44 all got how many pages?
Important,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
Important,Thankyou so much for the call. I appreciate your care.
Important,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
Important,I called but no one pick up e phone. I ask both of them already they said ok.
Important,Hi my email address has changed now it is 
Important,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance"""
Important,"Not much, just some textin'. How bout you?"
Important,Bring it if you got it
Important,I'm in a movie. Call me 4 wat?
Important,Not sure I have the stomach for it ...
Important,Haha... can... But i'm having dinner with my cousin...
Important,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
Important,"(And my man carlos is definitely coming by mu tonight, no excuses)"
Important,soon you will have the real thing princess! Do i make you wet? 4
Important,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
Important,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
Spam,"URGENT! Your mobile No 07xxxxxxxxx won a 42,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
Important,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
Spam,"URGENT!! Your 4* Costa Del Sol Holiday or 45000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost41.50/pm, Max10mins"
Important,"Hmm well, night night "
Important,Just wanted to say holy shit you guys weren't kidding about this bud
Important,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
Important,"This is one of the days you have a billion classes, right?"
Important,"Goodmorning, today i am late for 2hrs. Because of back pain."
Important,Ok then i'll let him noe later n ask him call u tmr...
Important,Prabha..i'm soryda..realy..frm heart i'm sory
Important,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
Important,* Will have two more cartons off u and is very pleased with shelves
Important,Nice talking to you! please dont forget my pix 4 i want to see all of you...
Spam,You have WON a guaranteed 41000 cash or a 42000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
Important,But really quite funny lor wat... Then u shd haf run shorter distance wat...
Important,I notice you like looking in the shit mirror youre turning into a right freak
Important,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
Spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged 44.50. Should your tone not arrive please call customer services on 09065069120"
Important,"I prefer my free days... Tues, wed, fri oso can... 44 ask those workin lor..."
Important,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
Important,If you have belive me. Come to my home.
Important,Oh k.k..where did you take test?
Important,Those were my exact intentions
Important,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
Important,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
Important,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:4"
Important,Nothing just getting msgs by dis name wit different no's..
Important,Good Morning plz call me sir
Important,What's your room number again? Wanna make sure I'm knocking on the right door
Important,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought44braindance44a comp.ofstuff on aphex44s ;abel
Important,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
Important,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
Important,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
Important,Every day i use to sleep after  5;  so only.
Important,K I'll call you when I'm close
Important,U buy newspapers already?
Important,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
Important,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
Important,No management puzzeles.
Important,How did you find out in a way that didn't include all of these details
Spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
Spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls 41/minMobsmoreLKPOBOX177HP51FL
Important,will you like to be spoiled? 4
Spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged 44.50. Should your tone not arrive please call customer services on 09065069154"
Important,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
Important,hope things went well at 'doctors' 4 reminds me i still need 2go.did u c d little thing i left in the lounge?
Important,Den wat will e schedule b lk on sun?
Important,Lol enjoy role playing much?
Important,Ok. Me watching tv too.
Important,I just lov this line: \Hurt me with the truth
Important,"Just checked out, heading out to drop off my stuff now"
Important,Here got lots of hair dresser fr china.
Important,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
Important,Ill call you evening ill some ideas.
Spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
Important,Did you show him and wot did he say or could u not c him 4 dust?
Important,It should take about  5;  min
Spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
Important,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
Important,I cant pick the phone right now. Pls send a message
Spam,FREE entry into our 4250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
Important,Finish liao... U?
Spam,88066 FROM 88066 LOST 3POUND HELP
Important,Haha i think i did too
Important,U know we watchin at lido?
Important,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
Important,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
Important,Cold. Dont be sad dear
Important,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
Important,Is that on the telly? No its Brdget Jones!
Important,Love you aathi..love u lot..
Important,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
Important,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
Important,"Sorry, I'll call later in meeting"
Important,R 4_ comin back for dinner?
Important,"I hav almost reached. Call, i m unable to connect u."
Important,Whom you waited for yesterday
Important,I reach home safe n sound liao...
Important,"Velly good, yes please!"
Important,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
Important,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
Important,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
Important,Dont you have message offer
Spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
Important,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
Important,Remind me how to get there and I shall do so
Important,:-( that's not v romantic!
Important,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
Spam,You have 1 new message. Please call 08718738034.
Important,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
Spam,Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
Important,Draw va?i dont think so4
Important,Dont pick up d call when something important is There to tell. Hrishi
Spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
Important,Nothin comes to my mind. 44 help me buy hanger lor. Ur laptop not heavy?
Important,"5; , that's all? Guess that's easy enough"
Important,We can make a baby in yo tho
Important,Should I tell my friend not to come round til like  5; ish?
Important,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
Important,Still in the area of the restaurant. Ill try to come back soon
Important,"Aight that'll work, thanks"
Spam,WIN a year supply of CDs 4 a store of ur choice worth 4500 & enter our 4100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
Spam,Moby Pub Quiz.Win a 4100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP 41.50 008704050406 SP Arrow
Important,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
Spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
Spam,"Congratulations! Thanks to a good friend U have WON the 42,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
Spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
Important,So what do you guys do.
Important,Also that chat was awesome but don't make it regular unless you can see her in person
Important,That's significant but dont worry.
Important,That's cause your old. I live to be high.
Important,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
Important,On the way to office da..
Important,In which place do you want da.
Important,This pain couldn't have come at a worse time.
Important,Ok...
Important,Should I be stalking u?
Important,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
Important,Ok lor.
Important,Apps class varaya elaya.
Important,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead 4; wish U Merry Xmas...
Spam,"URGENT! Your mobile number *************** WON a 42000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
Important,That day you asked about anand number. Why:4
Important,Am surfing online store. For offers do you want to buy any thing.
Important,Long beach lor. Expected... U having dinner now?
Important,At home by the way
Important,We are both fine. Thanks
Important,What happen to her tell the truth
Important,Do you like Italian food?
Important,Which is weird because I know I had it at one point
Important,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
Important,Tell your friends what you plan to do on Valentines day @ 4;URL4;
Important,"Alright, see you in a bit"
Important,Cheers for the message Zogtorius. I44ve been staring at my phone for an age deciding whether to text or not.
Important,I will take care of financial problem.i will help4
Important,Tell dear what happen to you. Why you talking to me like an alian
Spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
Important,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  5; . 5)Gently remove Ur hand.. Its interesting..4"
Important,Okie...
Important,"Hi this is yijue, can i meet u at 11 tmr?"
Important,Its posible dnt live in  5; century cm frwd n thnk different
Important,But i dint slept in afternoon.
Important,That seems unnecessarily affectionate
Important,Yar else i'll thk of all sorts of funny things.
Important,You will be in the place of that man
Spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 43 "
Important,Thats cool. How was your day?
Spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
Important,R we going with the  5;  bus?
Important,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
Important,No..he joined today itself.
Important,Okay same with me. Well thanks for the clarification
Important,I'll talk to the others and probably just come early tomorrow then
Spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
Important,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
Important,Hi. I'm sorry i missed your call. Can you pls call back.
Important,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
Spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play 4250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
Important,Ok then no need to tell me anything i am going to sleep good night
Important,Ok try to do week end course in coimbatore.
Spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
Important,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :4
Important,If you r @ home then come down within 5 min
Important,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D4: gud ni8"""
Important,"That day 4_ say 4_ cut ur hair at paragon, is it called hair sense? Do 4_ noe how much is a hair cut? "
Important,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
Important,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
Spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a 42000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
Important,Dunno lei he neva say...
Important,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
Important,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
Spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
Important,"Hi, Mobile no.  5;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
Important,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ 5;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
Important,"If i let you do this, i want you in the house by 8am."
Important,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
Important,I will reach before ten morning
Important,Your pussy is perfect!
Important,"Sorry, I'll call later"
Spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
Important,No message..no responce..what happend?
Important,Also where's the piece
Important,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
Important,Boo. How's things? I'm back at home and a little bored already :-(
Important,First has she gained more than  5; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
Important,PICK UR FONE UP NOW U DUMB?
Important,"Thanks da thangam, i feel very very happy dear. I also miss you da."
Important,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
Important,I don't run away frm u... I walk slowly 4; it kills me that u don't care enough to stop me...
Important,"Babe, I'm back ... Come back to me ..."
Important,Well you told others you'd marry them...
Important,Neshanth..tel me who r u?
Important,YO YO YO BYATCH WHASSUP?
Important,Oh... Kay... On sat right?
Important,Hi! This is Roger from CL. How are you?
Spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
Important,Oh oh... Wasted... Den muz chiong on sat n sun liao...
Important,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
Important,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
Important,I'm meeting Darren...
Important,One of best dialogue in cute reltnship..!! \Wen i Die
